"","id","state","district","village","year","roadPaved","distanceToPavedRoad","roadMonsoonUsability","yearsWithPavedRoad","lnDistanceToPavedRoad","ImmunizationCampaignsNumber","distanceToNearestTown","distanceToNearestDistrictHQ","area","populationCategories","householdNumbersOf","mbCataract","mbTuberculosis","mbHighBP","mbHeartDisease","mbDiabetes","mbLeprosy","mbCancer","mbAsthma","mbPolio","mbParalysis","mbEpilepsy","mbMentalIllness","mbSTDorAIDS","mbOtherLongTerm","mbDaysIncapacitated","mbTreatmentRecieved","mbDaysHospitalized","mbCostOfTreatment","mbCostIncludesMedication","mbCostOfMeds","mbTravelExpenses","mbAnyDisease","smokeTobacco","chewTobacco","drinkAlcohol","attendedSchool","gradeCompleted","readingScore","mathScore","writingScore","urban","income","yearsLivingHere","ownToilet","electricity","electricityHours","healthSubCenter","primaryHealthCenter","communityHealthCenter","districtHospital","govtMaternityCenter","pvtClinicTrainedDoc","pvtClinicUntrainedDoc","pvtHospital","pvtPharm","otherGovtMedFacility","distHealthSubCenter","distPrimaryHealthCenter","distCommunityHealthCenter","distDistrictHospital","distGovtMaternityCenter","distPvtClinicTrainedDoc","distPvtClinicUntrainedDoc","distPvtHospital","distPvtPharm","distOtherGovtMedFacility","caste.Brahmin","caste.OBC","caste.SC","caste.ST","caste.Other","drinkingWaterSource.Piped","drinkingWaterSource.TubeWell","drinkingWaterSource.HandPump","drinkingWaterSource.OpenWell","drinkingWaterSource.CoveredWell","drinkingWaterSource.River","drinkingWaterSource.Pond","drinkingWaterSource.Truck","drinkingWaterSource.RainWater","drinkingWaterSource.Bottled","drinkingWaterSource.Other","drinkingWaterSource.NA","mbTreatmentWho1.NA","mbTreatmentWho1.PublicDoc","mbTreatmentWho1.PublicDocInPvt","mbTreatmentWho1.PvtDoc","mbTreatmentWho1.Pharm","mbTreatmentWho1.OtherOrTraditional","mbTreatmentWhere1.NA","mbTreatmentWhere1.SameVillage","mbTreatmentWhere1.AnotherVillage","mbTreatmentWhere1.OtherTown","mbTreatmentWhere1.DistrictTown","mbTreatmentWho2.NA","mbTreatmentWho2.PublicDoc","mbTreatmentWho2.PublicDocInPvt","mbTreatmentWho2.PvtDoc","mbTreatmentWho2.Pharm","mbTreatmentWho2.OtherOrTraditional","mbTreatmentWhere2.NA","mbTreatmentWhere2.SameVillage","mbTreatmentWhere2.AnotherVillage","mbTreatmentWhere2.OtherTown","mbTreatmentWhere2.DistrictTown"
"11","1.2.1",1,2,1,2005,0,2,-1,-1,1.09861228866811,2,25,22,71,1,112,0.606060606060606,0,2.42424242424242,0.606060606060606,1.81818181818182,0,0,1.21212121212121,0,0,0,0,0,4.84848484848485,3.18787878787879,0.103030303030303,1.29090909090909,36.6666666666667,0.0121212121212121,604.666666666667,51.4545454545455,4.84848484848485,1.89473684210526,0,0,1,3.57894736842105,1.94736842105263,1.42105263157895,0.5,0,106755.658,87,1.65,0.95,23.6842105263158,0,0,0,0,0,0,0,0,0,0,5,2,2,22,22,2,2,22,22,22,0,0,0,0,1,0.95,0,0,0,0,0.05,0,0,0,0,0,0,0.896969696969697,0.0848484848484849,0.00606060606060606,0.0121212121212121,0,0,0.896969696969697,0.0303030303030303,0.00606060606060606,0.0242424242424242,0.0424242424242424,1,0,0,0,0,0,1,0,0,0,0
"12","1.2.2",1,2,2,2005,0,3,1,-1,1.38629436111989,2,7,25,197,2,159,0,0,2.7972027972028,4.1958041958042,0,0,0,0.699300699300699,0,0,0,0.699300699300699,0,5.59440559440559,1.46153846153846,0.125874125874126,1.17482517482517,73.2727272727273,0.00699300699300699,523.748251748252,7.2027972027972,5.59440559440559,2,0,0,1,1.8,1.5,1.5,1,0,78859.4405,90,1.4,1,13.25,1,0,0,0,0,0,0,0,0,0,0,8,8,25,25,6,88,25,25,25,0,0,0,0,1,0,0.05,0,0.35,0.5,0.1,0,0,0,0,0,0,0.874125874125874,0.0559440559440559,0.020979020979021,0.048951048951049,0,0,0.874125874125874,0.034965034965035,0.013986013986014,0.048951048951049,0.027972027972028,0.993006993006993,0.00699300699300699,0,0,0,0,0.993006993006993,0,0,0,0.00699300699300699
"13","1.2.3",1,2,3,2005,0,1,1,-1,0.693147180559945,2,6,40,94,1,98,0,0,4.09356725146199,2.33918128654971,1.16959064327485,0,0,1.16959064327485,0,0,0,0.584795321637427,0,6.4327485380117,2.78362573099415,0.140350877192982,0.187134502923977,144.035087719298,0.0175438596491228,348.538011695906,17.4385964912281,6.4327485380117,1.96,0,0,1,2.90909090909091,2.18181818181818,1.63636363636364,0.636363636363636,0,86987.0065,90,1.4,1,18.55,0,0,0,0,0,0,0,0,0,0,-3,-3,-3,88,-3,-3,88,-3,-3,-3,0,0,0,0,1,0.85,0.05,0,0,0,0.1,0,0,0,0,0,0,0.859649122807018,0.087719298245614,0.0233918128654971,0.0233918128654971,0.00584795321637427,0,0.859649122807018,0.0409356725146199,0.0292397660818713,0.0701754385964912,0,0.994152046783626,0.00584795321637427,0,0,0,0,0.994152046783626,0,0.00584795321637427,0,0
"14","1.2.4",1,2,4,2005,1,0,0,2,0,2,4,4,472,3,1135,0.680272108843537,0,2.72108843537415,2.04081632653061,0,0,0,2.04081632653061,0,0.680272108843537,0,0,0,4.76190476190476,1.36734693877551,0.115646258503401,1.00680272108844,174.272108843537,0.0340136054421769,370.748299319728,80.0816326530612,4.76190476190476,1.5,0.25,0,1,2.14285714285714,2,1.28571428571429,0.285714285714286,0,54364.3835,87.15,1.6,1,13.4,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,0.05,0,0,0.95,0.65,0.05,0,0,0,0.3,0,0,0,0,0,0,0.884353741496599,0.0476190476190476,0,0.0476190476190476,0.0204081632653061,0,0.884353741496599,0.0204081632653061,0.0204081632653061,0.0272108843537415,0.0476190476190476,1,0,0,0,0,0,1,0,0,0,0
"15","1.2.5",1,2,5,2005,1,0,0,2,0,2,6,65,105,2,277,1.48148148148148,0,2.22222222222222,2.22222222222222,0,0,0,0,0.740740740740741,0.740740740740741,0,0.740740740740741,0,3.7037037037037,1.74814814814815,0.103703703703704,0.42962962962963,305.185185185185,0.0444444444444444,181.481481481481,30.0740740740741,3.7037037037037,1.8,0.08,0.08,1.11111111111111,3,2.77777777777778,1.55555555555556,0.777777777777778,0,52986.1905,90,1.7,0.85,14.3684210526316,1,0,0,0,0,0,0,0,0,0,0,3,4,65,65,6,6,8,8,8,0,0.15,0,0,0.85,0.1,0,0,0,0,0.9,0,0,0,0,0,0,0.896296296296296,0.0740740740740741,0.00740740740740741,0.0148148148148148,0.00740740740740741,0,0.896296296296296,0.0222222222222222,0.0148148148148148,0.0666666666666667,0,1,0,0,0,0,0,1,0,0,0,0
"16","1.5.1",1,5,1,2005,1,0,1,7,0,4,12,32,184,3,951,0,0,3.47222222222222,0,0,0,0,0.694444444444444,1.38888888888889,0,0,0,0,0.694444444444444,0.645833333333333,0.0486111111111111,0.0208333333333333,11.0416666666667,0.0138888888888889,72.5694444444444,11.7361111111111,0.694444444444444,2,0,0,1,2.58333333333333,1.33333333333333,1.08333333333333,0.583333333333333,0,46069.9475,90,0.75,0.95,7,1,0,0,0,0,0,1,0,3,0,0,-3,-3,88,-3,-3,0,-3,-1,-3,0,0.5,0,0,0.5,0.9,0,0,0,0,0,0.1,0,0,0,0,0,0.951388888888889,0.0277777777777778,0.00694444444444444,0,0.0138888888888889,0,0.951388888888889,0.0208333333333333,0,0.0208333333333333,0.00694444444444444,0.972222222222222,0.0138888888888889,0,0,0.0138888888888889,0,0.972222222222222,0.0208333333333333,0,0.00694444444444444,0
"17","1.5.2",1,5,2,2005,0,1,1,-1,0.693147180559945,0,4,25,280,2,174,0.694444444444444,0,2.77777777777778,1.38888888888889,0.694444444444444,0,0,1.38888888888889,0.694444444444444,0,0.694444444444444,0,0,3.47222222222222,4.09722222222222,0.0763888888888889,0.0347222222222222,157.638888888889,0.0416666666666667,206.25,65.0694444444444,3.47222222222222,2,0,0,1,2.75,3.25,2.375,1,0,197538.09,90,0.95,1,6.4,0,0,0,0,0,0,0,0,0,0,4,4,6,25,4,1,1,4,1,5,0,0.65,0.05,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0.923611111111111,0.0208333333333333,0.0138888888888889,0.0347222222222222,0.00694444444444444,0,0.923611111111111,0.00694444444444444,0.00694444444444444,0.0416666666666667,0.0208333333333333,0.951388888888889,0.0277777777777778,0.0138888888888889,0,0,0.00694444444444444,0.951388888888889,0,0.00694444444444444,0.0208333333333333,0.0208333333333333
"18","1.5.4",1,5,4,2005,0,1,0,-1,0.693147180559945,4,5,5,47,1,118,0,0,3.54609929078014,2.83687943262411,0.709219858156028,0,0,0,0,0,0,0,0.709219858156028,0,3.31914893617021,0.049645390070922,0.0141843971631206,35.1418439716312,0.00709219858156028,106.382978723404,25.531914893617,0,2,0,0,1.09090909090909,2.54545454545455,2.27272727272727,2,0.727272727272727,0,60750.8365,90,0.95,1,6.45,0,0,0,0,0,0,10,0,0,0,3,3,3,5,60,3,0,5,5,5,0,0.05,0,0,0.95,0.8,0.1,0.05,0,0,0.05,0,0,0,0,0,0,0.950354609929078,0.0212765957446809,0,0.0212765957446809,0,0.00709219858156028,0.950354609929078,0.00709219858156028,0,0,0.0425531914893617,0.971631205673759,0.0141843971631206,0,0.0141843971631206,0,0,0.971631205673759,0,0,0.0141843971631206,0.0141843971631206
"19","1.5.5",1,5,5,2005,0,3,0,-1,1.38629436111989,2,6,6,30,1,115,0,0.699300699300699,5.59440559440559,2.7972027972028,0.699300699300699,0,0,0,0,0,0,0,0,0.699300699300699,1.95104895104895,0.0769230769230769,0.0629370629370629,106.657342657343,0.013986013986014,165.034965034965,22.3776223776224,0.699300699300699,1.92307692307692,0,0,1.33333333333333,4,2.66666666666667,2,1,0,48280.3595,90,1.15,1,7.35,0,0,0,0,0,0,1,0,0,0,2,2,2,5,5,5,0,5,5,-3,0,0,0,0,1,0.15,0.4,0.45,0,0,0,0,0,0,0,0,0,0.923076923076923,0.020979020979021,0.00699300699300699,0.034965034965035,0.013986013986014,0,0.923076923076923,0.013986013986014,0.013986013986014,0.020979020979021,0.027972027972028,0.944055944055944,0.027972027972028,0.00699300699300699,0.013986013986014,0,0.00699300699300699,0.944055944055944,0.013986013986014,0.013986013986014,0,0.027972027972028
"20","1.5.6",1,5,6,2005,1,0,1,3,0,2,2,16,723,3,706,0,0.72992700729927,1.45985401459854,0,1.45985401459854,0,0,0,0.72992700729927,0,0,0,0,1.45985401459854,2.85401459854015,0.116788321167883,0.313868613138686,329.197080291971,0.0948905109489051,36.4963503649635,19.1970802919708,1.45985401459854,1.85714285714286,0,0,1.1,2.9,2.5,1.9,1,0,62841.321,90,1.4,1,6.75,0,1,0,0,0,2,4,0,0,0,-3,0,-3,88,-3,0,0,-3,-3,-3,0,0,0.1,0,0.9,0.5,0.35,0.1,0,0,0.05,0,0,0,0,0,0,0.883211678832117,0.109489051094891,0,0.0072992700729927,0,0,0.883211678832117,0.0802919708029197,0,0.0218978102189781,0.0145985401459854,0.912408759124088,0.0875912408759124,0,0,0,0,0.912408759124088,0.072992700729927,0,0,0.0145985401459854
"21","10.12.1",10,12,1,2005,0,12,1,-1,2.56494935746154,5,30,30,549,3,2137,0,0,0,1.75438596491228,0.87719298245614,0,0,2.63157894736842,0,0,0,0,0,0.87719298245614,1.79824561403509,0.0526315789473684,0.0175438596491228,27.1929824561403,0,12.280701754386,5.70175438596491,0.87719298245614,1.64285714285714,1.71428571428571,0.642857142857143,0.888888888888889,1.44444444444444,2,1.14285714285714,0.714285714285714,0,24898.1271428571,79.7142857142857,0,0,0,1,0,0,0,0,0,5,0,0,0,0,15,30,30,30,4,0,30,5,-3,0,0.857142857142857,0.142857142857143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.947368421052632,0,0,0.0526315789473684,0,0,0.947368421052632,0,0.0087719298245614,0.0175438596491228,0.0263157894736842,1,0,0,0,0,0,1,0,0,0,0
"22","10.12.2",10,12,2,2005,0,1,0,-1,0.693147180559945,5,28,28,370,2,688,0.943396226415094,2.83018867924528,0,0,0,0.943396226415094,0,0.943396226415094,0,0,0,0,0,4.71698113207547,11.6037735849057,0.0943396226415094,0.132075471698113,478.77358490566,0.00943396226415094,264.622641509434,31.4716981132075,4.71698113207547,1.76923076923077,1.53846153846154,0.615384615384615,0.5,1.66666666666667,1.125,0.75,0.285714285714286,0,30423.3536842105,90,0.368421052631579,0,0,0,0,0,0,0,0,0,0,0,0,4,3,28,28,28,3,28,28,3,-3,0,0.789473684210526,0.210526315789474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.905660377358491,0,0,0.0943396226415094,0,0,0.905660377358491,0,0.00943396226415094,0.0188679245283019,0.0660377358490566,0.990566037735849,0,0,0.00943396226415094,0,0,0.990566037735849,0,0,0.00943396226415094,0
"23","10.12.3",10,12,3,2005,0,5,-1,-1,1.79175946922805,5,32,32,322,2,251,0,0,0,0,0,7.69230769230769,0,0,0,0,0,0,0,7.69230769230769,6.92307692307692,0.153846153846154,0,42.3076923076923,0,50,11.5384615384615,7.69230769230769,2,2,1.33333333333333,1,1.5,2,0.5,0,0,523.04,90,0,0,NA,0,0,0,0,0,0,0,0,0,0,15,15,32,32,32,32,4,32,32,-3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.846153846153846,0,0,0.153846153846154,0,0,0.846153846153846,0,0,0,0.153846153846154,1,0,0,0,0,0,1,0,0,0,0
"24","10.12.4",10,12,4,2005,1,0,1,15,0,4,16,30,485,3,3494,3.80952380952381,0,0,0.952380952380952,0,0,0.952380952380952,5.71428571428571,1.9047619047619,0,0,0,0,0.952380952380952,0.285714285714286,0.0952380952380952,0.885714285714286,64.2857142857143,0.0476190476190476,138.095238095238,17.1428571428571,0.952380952380952,1.75,1.83333333333333,0.782608695652174,0.833333333333333,2,2,2,0.666666666666667,0,25715.73,88,0.25,0.1,5.5,1,0,0,0,0,1,1,0,0,0,0,4,17,30,30,0,0,17,-3,-3,0.15,0.45,0.15,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0.904761904761905,0,0,0.0952380952380952,0,0,0.904761904761905,0.019047619047619,0,0.0285714285714286,0.0476190476190476,0.980952380952381,0,0,0.019047619047619,0,0,0.980952380952381,0,0.00952380952380952,0,0.00952380952380952
"25","10.14.1",10,14,1,2005,1,0,1,5,0,6,18,40,2177,3,2017,0,0.72463768115942,1.44927536231884,0,0,0,0,4.34782608695652,0,0,0,0,0,12.3188405797101,4.95652173913043,0.159420289855072,0.036231884057971,14.4927536231884,0.108695652173913,536.86231884058,17.7826086956522,12.3188405797101,1.94736842105263,2,1.72727272727273,1,1.08333333333333,2,1.18181818181818,1,0,25399.2396,90,0.08,0.04,1,1,0,0,0,0,2,5,1,10,0,0,14,40,40,40,0,0,0,0,-3,0.12,0.4,0.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.840579710144927,0,0,0.115942028985507,0.0434782608695652,0,0.840579710144927,0.108695652173913,0.0072463768115942,0,0.0434782608695652,0.971014492753623,0,0,0.0289855072463768,0,0,0.971014492753623,0,0.0072463768115942,0,0.0217391304347826
"26","10.14.2",10,14,2,2005,1,0,1,1,0,5,3,5,373,2,710,0,2.27272727272727,0,0,0,0,0,0.757575757575758,0,0,0,0.757575757575758,0,9.09090909090909,12.8181818181818,0.136363636363636,0.507575757575758,151.515151515152,0.136363636363636,1187.87878787879,35.9848484848485,9.09090909090909,1.25,1.86363636363636,1.6,1.1,2.3,2.3,1.4,0.8,0,25542.6211538462,90,0.0769230769230769,0,NA,1,0,0,0,0,0,3,0,3,0,0,4,5,8,8,4,0,8,0,-3,0,0.884615384615385,0.115384615384615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.863636363636364,0,0,0.136363636363636,0,0,0.863636363636364,0.00757575757575758,0,0,0.128787878787879,0.96969696969697,0,0.00757575757575758,0.0227272727272727,0,0,0.96969696969697,0,0,0.00757575757575758,0.0227272727272727
"27","10.14.3",10,14,3,2005,0,2,1,-1,1.09861228866811,5,5,16,25,1,102,0.869565217391304,0.869565217391304,0,0,0,0,0,0.869565217391304,0,0,0,0,0,3.47826086956522,6.1304347826087,0.0608695652173913,0.0434782608695652,4.34782608695652,0.0608695652173913,227.173913043478,13.3478260869565,3.47826086956522,1.77777777777778,2,0.5,1,3.66666666666667,2.54545454545455,1.83333333333333,1,0,11843.4,87.5,0,0.2,3.25,0,0,0,0,0,0,0,0,0,0,3,5,10,16,16,5,5,16,5,16,0.1,0.7,0.2,0,0,0,0,0.9,0.1,0,0,0,0,0,0,0,0,0.939130434782609,0,0,0.0521739130434783,0.00869565217391304,0,0.939130434782609,0.00869565217391304,0.0260869565217391,0,0.0260869565217391,0.991304347826087,0,0,0.00869565217391304,0,0,0.991304347826087,0,0,0,0.00869565217391304
"28","10.14.4",10,14,4,2005,0,1,1,-1,0.693147180559945,4,3,34,373,3,950,1.21951219512195,1.21951219512195,1.21951219512195,1.21951219512195,0,0,0,2.4390243902439,0,0,0,1.21951219512195,0,12.1951219512195,12.7073170731707,0.158536585365854,0.304878048780488,207.317073170732,0.146341463414634,984.146341463415,23.1707317073171,12.1951219512195,0.818181818181818,2,0,1,2.4,3,2,1,0,13981.8675,90,0.75,0.5625,1.11111111111111,1,0,0,0,0,0,5,0,4,0,0,3,34,34,3,3,0,3,0,34,0,0.375,0,0,0.625,0.0625,0,0.9375,0,0,0,0,0,0,0,0,0,0.841463414634146,0,0,0.158536585365854,0,0,0.841463414634146,0,0.0487804878048781,0,0.109756097560976,0.98780487804878,0,0,0.0121951219512195,0,0,0.98780487804878,0,0,0,0.0121951219512195
